Provider,PotentialFraud,phy_same,phy_count,period,periodadmt,age,alife,provider_InscClaimAmtReimbursed_mean,provider_DeductibleAmtPaid_mean,provider_NoOfMonths_PartACov_mean,provider_NoOfMonths_PartBCov_mean,provider_IPAnnualReimbursementAmt_mean,provider_IPAnnualDeductibleAmt_mean,provider_OPAnnualReimbursementAmt_mean,provider_OPAnnualDeductibleAmt_mean,provider_InscClaimAmtReimbursed_std,provider_DeductibleAmtPaid_std,provider_NoOfMonths_PartACov_std,provider_NoOfMonths_PartBCov_std,provider_IPAnnualReimbursementAmt_std,provider_IPAnnualDeductibleAmt_std,provider_OPAnnualReimbursementAmt_std,provider_OPAnnualDeductibleAmt_std,banel_InscClaimAmtReimbursed_mean,banel_DeductibleAmtPaid_mean,banel_NoOfMonths_PartACov_mean,banel_NoOfMonths_PartBCov_mean,banel_IPAnnualReimbursementAmt_mean,banel_IPAnnualDeductibleAmt_mean,banel_OPAnnualReimbursementAmt_mean,banel_OPAnnualDeductibleAmt_mean,banel_InscClaimAmtReimbursed_std,banel_DeductibleAmtPaid_std,banel_NoOfMonths_PartACov_std,banel_NoOfMonths_PartBCov_std,banel_IPAnnualReimbursementAmt_std,banel_IPAnnualDeductibleAmt_std,banel_OPAnnualReimbursementAmt_std,banel_OPAnnualDeductibleAmt_std,diag1_InscClaimAmtReimbursed_mean,diag1_DeductibleAmtPaid_mean,diag1_NoOfMonths_PartACov_mean,diag1_NoOfMonths_PartBCov_mean,diag1_IPAnnualReimbursementAmt_mean,diag1_IPAnnualDeductibleAmt_mean,diag1_OPAnnualReimbursementAmt_mean,diag1_OPAnnualDeductibleAmt_mean,diag1_InscClaimAmtReimbursed_std,diag1_DeductibleAmtPaid_std,diag1_NoOfMonths_PartACov_std,diag1_NoOfMonths_PartBCov_std,diag1_IPAnnualReimbursementAmt_std,diag1_IPAnnualDeductibleAmt_std,diag1_OPAnnualReimbursementAmt_std,diag1_OPAnnualDeductibleAmt_std
PRV52246,0,2.701492537313433,1.5223880597014925,2.626865671641791,0.0,72.05970149253731,1.0,395.67164179104475,1.492537313432836,12.0,12.0,2704.3283582089553,466.02985074626866,3266.417910447761,941.6417910447761,801.3780250494221,10.038370528050613,0.0,0.0,8460.676279273926,1113.914500420453,5269.41710924363,1677.497773123144,846.0258671676581,43.4758469556977,12.0,12.0,2704.3283582089553,466.02985074626866,3266.417910447761,941.6417910447761,1461.1627876823718,100.71469127413619,0.0,0.0,0.0,0.0,0.0,0.0,712.8880227109485,42.0582516576835,11.944054879065229,11.953505565061347,5416.375361922529,564.0622161017355,2986.4574967329077,828.5531713281903,1291.8211833398207,90.28426793799062,0.6169939602086185,0.5029857193073265,11503.008606989084,1037.9436654900162,3216.194617995227,872.5803957262784
PRV52247,0,2.7346938775510203,1.5510204081632653,0.7346938775510204,0.0,75.10204081632654,1.0,222.24489795918367,1.6326530612244898,11.510204081632653,12.0,1856.3265306122448,261.55102040816325,1951.4285714285713,705.1020408163265,444.04516148943327,11.42857142857143,2.398979374820952,0.0,3982.446219493298,512.6869196215371,2180.544656731432,861.0050388184428,741.986556527373,68.87045675413023,11.510204081632653,12.0,1856.3265306122448,261.55102040816325,1951.4285714285713,705.1020408163265,1125.6242928386598,129.49505771803933,0.0,0.0,0.0,0.0,0.0,0.0,339.8459410165989,22.454856285232765,11.946937884756766,11.941500190567924,4253.926144188472,524.1233696585414,2044.7525270332555,590.5116619532921,811.4940233125204,79.6242283810566,0.5530245823217737,0.5368727214781761,9625.834155865834,1170.2031615394023,2534.4774306005693,706.9124008848431
PRV52248,0,2.5833333333333335,1.7083333333333333,4.208333333333333,0.0,78.25,0.9583333333333334,531.25,4.583333333333333,11.5,11.5,6847.5,667.5,5984.166666666667,1406.25,925.838339255176,18.645238736369986,2.449489742783178,2.449489742783178,14835.23046816187,1170.4651249377969,8631.528111304042,2062.0859268142094,851.8924437830688,47.71626984126984,11.5,11.5,6847.5,667.5,5984.166666666667,1406.25,1408.9393192600373,115.03531515209818,0.0,0.0,0.0,0.0,0.0,0.0,1133.039917805995,72.24555387313694,11.922035050879574,11.960558542201646,6293.416802745269,643.7200842527388,3934.8895525249723,1043.147101333658,1975.7112070555777,126.84921155267432,0.742480477210279,0.47510689718773236,12135.510721857563,1135.4727333694138,4017.0504026437484,1057.0406699301714
PRV52249,0,2.4893617021276597,1.702127659574468,4.425531914893617,0.0,80.1063829787234,1.0,542.1276595744681,1.702127659574468,12.0,11.74468085106383,8514.468085106382,795.3191489361702,5198.510638297872,1420.8510638297873,911.632401531815,11.669199319831566,0.0,1.7503798979747345,14915.11559058397,1288.317087393017,7326.768662782239,1963.948805880237,1118.3661555729766,66.35761148804427,12.0,11.74468085106383,8514.468085106382,795.3191489361702,5198.510638297872,1420.8510638297873,1951.8803833963668,156.91398311643567,0.0,0.0,0.0,0.0,0.0,0.0,714.5380622910441,20.557542248273155,11.930324350077948,11.916990141915937,5292.090976442285,555.7466623088725,3998.4627727206016,1086.4122127555495,1127.3931795992949,69.99294759087384,0.6608021403775443,0.7301000328481402,10932.179827565733,1060.0002638023789,4075.4926576630655,1059.456322802917
PRV52251,0,3.0,1.5,0.0,0.0,61.25,1.0,67.5,0.0,12.0,12.0,4505.0,801.0,865.0,330.0,40.311288741492746,0.0,0.0,0.0,5449.779812065805,1022.5321510837691,514.4900387762625,434.43449832320334,709.890873015873,107.11507936507937,12.0,12.0,4505.0,801.0,865.0,330.0,1493.3386444063958,231.18016427976596,0.0,0.0,0.0,0.0,0.0,0.0,195.23123781676415,11.261890838206627,11.873786549707603,11.877733918128655,3712.6541910331384,425.0892982456141,1883.7777290448341,565.6574561403509,512.9353989106298,61.35313316961285,1.099767013826493,0.9421399968728276,9132.981848581008,917.2326367683371,2724.128912890301,665.8552462353581
PRV52252,0,2.8461538461538463,1.5384615384615385,1.3076923076923077,0.0,78.73076923076923,0.9615384615384616,81.92307692307692,2.6923076923076925,12.0,12.0,6985.384615384615,616.1538461538462,1400.7692307692307,414.61538461538464,113.49076546641953,13.728129459672886,0.0,0.0,11948.808888176001,914.9002871267531,1575.4489470038009,515.8312186692913,1145.9537289633442,97.63123628508244,12.0,12.0,6985.384615384615,616.1538461538462,1400.7692307692307,414.61538461538464,2653.515656416008,213.58798883416543,0.0,0.0,0.0,0.0,0.0,0.0,611.6504864172637,65.31257656470515,11.913419102705898,11.935949476635408,4601.133262731673,529.9196210299638,1784.228188442826,534.3507571714285,1405.95729591021,127.15890708085826,0.833254649697038,0.6204511359067599,10302.173605681914,1074.931868594816,2662.422638189422,743.799155738275
PRV52253,0,1.0,2.0,0.0,0.0,79.0,1.0,80.0,0.0,12.0,12.0,0.0,0.0,6860.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.6666666666666,0.0,12.0,12.0,0.0,0.0,6860.0,1760.0,1146.523070642345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.4830508474577,108.44491525423729,11.961864406779661,11.944915254237289,4549.322033898305,565.9830508474577,1981.3135593220338,595.021186440678,1659.9202919141317,319.66664752007375,0.6170155540095148,0.7854404914611207,10705.616438046869,1002.4618527238174,2034.5941162354718,575.4949864076405
PRV52254,0,2.5483870967741935,1.5483870967741935,2.806451612903226,0.0,75.6774193548387,1.0,127.74193548387096,1.6129032258064515,12.0,12.0,2110.967741935484,241.16129032258064,1723.5483870967741,516.7741935483871,227.3867436391042,8.980265101338743,0.0,0.0,5308.546163083768,453.9253313614618,1563.3032301019887,460.63280456906375,733.3877368151561,61.87327188940092,12.0,12.0,2110.967741935484,241.16129032258064,1723.5483870967741,516.7741935483871,1470.8904940809548,149.867765143371,0.0,0.0,0.0,0.0,0.0,0.0,764.8022476567453,72.37302448751686,11.941628430274907,11.951225834938533,4722.3943174571,529.3822033348436,1756.2842260414543,539.9264129050158,1278.5783687635608,105.31636905204677,0.6427235393893258,0.506470272997956,10069.067865928077,1048.4963583393971,2331.0874923286715,676.2267853530507
PRV52255,0,2.5,1.5,0.1,0.0,78.0,1.0,72.0,0.0,12.0,12.0,0.0,0.0,627.0,382.0,51.164223611599716,0.0,0.0,0.0,0.0,0.0,356.6214924662966,363.83146281394266,102.76190476190477,0.6666666666666667,12.0,12.0,0.0,0.0,627.0,382.0,90.40465814415617,1.8144368465060576,0.0,0.0,0.0,0.0,0.0,0.0,291.5391023700439,16.491427481764966,11.937815962478144,11.959171897364984,4231.716832094518,461.3639150077688,1822.9148477800322,544.7842353476899,589.6154716065032,61.51030365656671,0.6908257740970779,0.47334430368840497,10885.07584472527,1026.8400190487348,2547.341332542759,723.8222921976367
PRV52256,0,3.0,2.0,0.0,0.0,74.0,1.0,50.0,0.0,12.0,12.0,0.0,0.0,1450.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.25,0.0,12.0,12.0,0.0,0.0,1450.0,220.0,168.13578696144035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.6516290726818,271.4646464646465,11.969924812030076,11.94486215538847,8302.03007518797,972.812030075188,2065.5137844611527,613.1578947368421,4778.012672853732,463.6840655780763,0.6007514091861109,0.7102745017849048,13241.321691575835,1469.0958427658145,3203.2675958525,911.4065294594313
PRV52257,0,2.3333333333333335,1.3333333333333333,2.2666666666666666,0.0,73.93333333333334,1.0,296.0,0.0,12.0,12.0,4506.666666666667,712.0,1556.6666666666667,572.6666666666666,557.6455607539357,0.0,0.0,0.0,7057.554884829516,960.917418779723,1632.791941372055,677.7322128842279,962.8496873496874,88.39971139971139,12.0,12.0,4506.666666666667,712.0,1556.6666666666667,572.6666666666666,1562.8885280222007,210.64098467406663,0.0,0.0,0.0,0.0,0.0,0.0,1309.1330517745328,93.23891113423257,11.91416407120065,11.972041010198472,5310.097284251862,572.4874778266134,1852.6788180078822,566.9534623745695,2506.463260434573,131.83299516598925,0.7268152568402262,0.35406169737535786,11262.841605526484,1196.0455628848324,2691.7293443312587,736.415563539541
PRV52260,0,2.634920634920635,1.5396825396825398,1.3492063492063493,0.0,77.87301587301587,0.9841269841269841,204.44444444444446,0.7936507936507936,11.80952380952381,11.80952380952381,1397.142857142857,271.23809523809524,1390.6349206349207,503.015873015873,408.4857077997987,6.299407883487119,1.5118578920369088,1.511857892036909,3670.577184362079,605.6196430712371,1526.747410310531,636.1467545247486,414.6134416729655,52.62383930002978,11.80952380952381,11.80952380952381,1397.142857142857,271.23809523809524,1390.6349206349207,503.015873015873,652.5797080063251,106.82689133768933,0.0,0.0,0.0,0.0,0.0,0.0,531.016639196401,44.9393327405457,11.937662976411483,11.941606511051166,4316.257207801204,510.41265781569075,2035.869324151871,587.8547143541224,1114.4626131183265,97.40058476929227,0.5997849806163017,0.5331538928149337,9713.456655653883,1014.9328991574325,2579.0619396421303,707.121804353631
PRV52261,0,1.0,2.0,0.0,0.0,74.0,1.0,200.0,0.0,12.0,12.0,0.0,0.0,730.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.142857142857146,0.0,12.0,12.0,0.0,0.0,730.0,980.0,76.09517849690735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.57142857142856,0.0,10.714285714285714,12.0,0.0,0.0,2128.5714285714284,605.7142857142857,525.0850271282601,0.0,3.401680257083045,0.0,0.0,0.0,2635.7379015589327,561.7489695245597
PRV52262,0,2.392857142857143,1.6339285714285714,0.8125,0.0,76.63392857142857,0.9910714285714286,248.57142857142858,1.25,12.0,12.0,3561.339285714286,390.9642857142857,1510.892857142857,447.05357142857144,507.3546605765553,7.725586365104252,0.0,0.0,7266.966664053217,641.0490828641178,1402.9997165477992,400.0960208913305,779.4590838229232,70.69502937538651,12.0,12.0,3561.339285714286,390.9642857142857,1510.892857142857,447.05357142857144,1474.5869044694064,149.41076620837643,0.0,0.0,0.0,0.0,0.0,0.0,540.0026193142434,42.62916175177104,11.938330794105557,11.945802790887994,4386.461038866174,488.7622515034772,1991.89009219397,582.429337490333,1078.3829146236294,89.5360266305074,0.6353909673743686,0.5417134674481954,9788.804677747923,915.1008231946241,2530.0012997753292,685.2792188463642
PRV52263,0,1.6666666666666667,2.3333333333333335,0.0,0.0,76.0,1.0,210.0,0.0,12.0,12.0,19333.333333333332,356.0,1396.6666666666667,970.0,185.20259177452135,0.0,0.0,0.0,33486.315612998296,616.6100874945204,1122.1556635927716,684.397545290747,3985.2380952380954,80.53333333333333,12.0,12.0,19333.333333333332,356.0,1396.6666666666667,970.0,8613.44847560969,154.44984802697462,0.0,0.0,0.0,0.0,0.0,0.0,675.2093001704133,43.1653611398523,11.968392774556138,11.932053304852786,4122.831268379123,473.3553798958771,1923.1183266816088,574.4928636656084,1861.3283660698705,141.6856046158296,0.47768887159344714,0.7895071820614827,10177.854674240736,1010.9378532792562,2201.7217481018683,639.0748141843118
PRV52264,0,2.84,1.44,0.04,0.0,79.68,0.96,176.8,0.8,12.0,12.0,6490.8,918.08,1844.0,616.4,241.67333324138187,4.0,0.0,0.0,12455.410444193853,1751.6800012178785,1375.1030264432309,496.97317164343326,1000.308326118326,74.07569985569985,12.0,12.0,6490.8,918.08,1844.0,616.4,2261.52383228653,148.33185162593585,0.0,0.0,0.0,0.0,0.0,0.0,418.91397878815246,13.768829704020398,11.926639119873728,11.933923140125113,4925.832168859725,490.4295572961556,2765.366464899981,786.5939706080853,715.5365332658248,55.612323747905414,0.7060252478907455,0.6466606085920698,10671.020965452297,928.6670071151692,2896.9685064460523,794.5851995183885
PRV52265,0,2.3666666666666667,1.7333333333333334,4.733333333333333,4.733333333333333,74.36666666666666,1.0,8666.666666666666,1068.0,12.0,11.933333333333334,14003.0,1708.8,1409.0,386.6666666666667,6348.137567406101,0.0,0.0,0.36514837167011066,8212.841563778284,720.5418650643035,1862.8664416190295,478.37608443662765,3207.2529100529105,405.3802116402116,12.0,11.933333333333334,14003.0,1708.8,1409.0,386.6666666666667,3866.6275883827525,471.7121558481239,0.0,0.0,0.0,0.0,0.0,0.0,6571.01611043329,558.3547074804651,11.919865714124112,11.930569338371118,12606.402829621453,1262.9900984997043,2135.7123633889883,604.8565725076886,8648.945115354949,444.5403336934897,0.8145125184764895,0.733063794142096,16369.448159631293,1562.4542242139255,3248.2753067427698,827.322514211888
PRV52266,0,2.135135135135135,1.7027027027027026,7.45945945945946,7.702702702702703,72.35135135135135,1.0,12443.243243243243,1068.0,12.0,12.0,28313.243243243243,2182.7027027027025,1813.7837837837837,586.2162162162163,12118.959905420477,0.0,0.0,0.0,26764.888178155892,1469.7885120895014,1994.7254772849647,591.9710548073526,5664.848055848056,545.0751725751726,12.0,12.0,28313.243243243243,2182.7027027027025,1813.7837837837837,586.2162162162163,7527.041442421716,401.2420584380574,0.0,0.0,0.0,0.0,0.0,0.0,6505.777717959654,595.4942424612583,11.922145666012462,11.94751548204604,12708.917684121054,1275.4982646705555,2026.0695998396538,566.413422346455,7255.846487794401,432.57591194989425,0.7868044239217139,0.610632716712213,15790.152622321099,1419.5728770637288,3361.0904011860753,798.1665379958474
PRV52267,0,2.4,2.1,4.9,4.9,81.4,1.0,7890.0,1068.0,12.0,12.0,15075.0,1602.0,1243.0,223.0,4500.481455725969,0.0,0.0,0.0,11319.272895768918,562.8854235099715,1555.2352447995338,236.5985817558695,4542.655128205128,527.8841025641026,12.0,12.0,15075.0,1602.0,1243.0,223.0,6005.564911642014,469.77521335302754,0.0,0.0,0.0,0.0,0.0,0.0,3984.363584295159,387.6973542345178,11.91206244637697,11.948623991601277,8731.814078898436,963.6020338901847,1979.5234398261796,581.5818624724164,6169.5948428406755,421.03193769962184,0.8704409610862273,0.5391217258138892,13036.265401047614,1361.6274553468816,2928.3670785224867,838.7050897693365
PRV52271,0,2.6315789473684212,1.5263157894736843,1.105263157894737,0.0,74.89473684210526,1.0,197.89473684210526,2.6315789473684212,12.0,12.0,5883.1578947368425,593.6842105263158,2790.0,870.0,423.799991444712,11.47078669352809,0.0,0.0,11083.978954945927,896.7975773477771,6028.242788003076,1353.4359567001643,1454.9824561403507,101.14962406015037,12.0,12.0,5883.1578947368425,593.6842105263158,2790.0,870.0,2695.1406383208837,219.177597951252,0.0,0.0,0.0,0.0,0.0,0.0,923.5917614757035,91.34600788992739,11.944166120453962,11.963661869863817,4348.18025953841,509.6241156144053,2371.9254016809873,679.1363529412561,1243.5907180828478,96.18384644641729,0.5723265086168636,0.44052414034511267,8837.851450546834,847.5527317703132,2461.4566720347093,674.9194942287736
PRV52272,0,3.0,1.125,0.0,0.0,82.0,1.0,526.25,0.0,12.0,12.0,5475.0,801.0,1392.5,487.5,1126.346020165587,0.0,0.0,0.0,7193.598344560053,946.6808181370168,1388.9127299541074,646.2363565843605,1017.8977272727274,123.93722943722945,12.0,12.0,5475.0,801.0,1392.5,487.5,1992.2378471472962,240.6741614031423,0.0,0.0,0.0,0.0,0.0,0.0,858.5279484567475,102.4011679018485,11.937881018450529,11.97149389735096,5232.117298454354,645.7058112572945,1953.5147901513683,592.1942652888052,1614.3539792745355,123.61343968095935,0.7268696965262506,0.37015403721664797,10709.728617954792,1161.531638168915,2148.6220193670724,669.0719774223859
PRV52273,0,2.5454545454545454,1.4545454545454546,0.0,0.0,70.63636363636364,1.0,398.1818181818182,3.6363636363636362,12.0,12.0,12235.454545454546,679.6363636363636,3601.818181818182,1042.7272727272727,791.2245974667142,12.060453783110546,0.0,0.0,17593.601884569493,864.0545437328911,6712.996079518917,1262.949649899717,1618.0427527018437,84.93795295613478,12.0,12.0,12235.454545454546,679.6363636363636,3601.818181818182,1042.7272727272727,3497.875243146962,192.8333541445726,0.0,0.0,0.0,0.0,0.0,0.0,1051.475267852982,121.32030004326343,11.961354649599478,11.949497707909073,5591.7902209635395,677.3588210251108,1978.955037390784,570.7108517774487,2449.7539787587384,227.03606088789257,0.5225669944983659,0.5690292261940147,11336.125707412588,1266.5672455576414,2881.0529709089915,793.9708169999328
PRV52274,0,2.6842105263157894,1.5263157894736843,0.7368421052631579,0.0,80.15789473684211,1.0,205.26315789473685,0.2631578947368421,12.0,12.0,2430.2631578947367,337.2631578947368,1337.8947368421052,330.5263157894737,292.79396724424333,1.6222142113076254,0.0,0.0,3922.019258495727,503.10182109564886,743.0294377593365,314.4273848917164,584.7265322396902,53.863294600136705,12.0,12.0,2430.2631578947367,337.2631578947368,1337.8947368421052,330.5263157894737,1136.2100094285756,140.70501346183835,0.0,0.0,0.0,0.0,0.0,0.0,650.3726535489624,44.61471035326639,11.947903121432885,11.960135524460162,4510.3827082053585,493.8780955130692,1997.9998181275396,596.0746668620143,1165.452995688743,81.94752835731059,0.5217364600553763,0.4526325515886221,9748.27106789804,904.9803492924354,2485.8006504635146,707.2921171283419
PRV52275,0,2.376237623762376,1.6633663366336633,0.9603960396039604,0.0,76.1980198019802,0.9801980198019802,269.5049504950495,2.6732673267326734,12.0,12.0,2461.089108910891,284.15841584158414,2533.5643564356437,834.8514851485148,508.75215230527266,15.549346552759758,0.0,0.0,6973.754928442798,595.6173055355807,3646.1287920638274,1010.5925131935088,507.2453987156957,32.70653257633456,12.0,12.0,2461.089108910891,284.15841584158414,2533.5643564356437,834.8514851485148,825.6400425999933,74.97040651932532,0.0,0.0,0.0,0.0,0.0,0.0,503.1179694138964,24.82881925359883,11.92873178119948,11.932069056473196,4755.800054152804,498.8026525398911,2407.8146547018664,683.8718142625564,1206.8534738311755,77.69294569418766,0.6203751657281852,0.5942545243939786,10519.235165185373,960.9443535295839,2886.5783495714586,766.7634346867942
PRV52276,0,2.4705882352941178,1.5588235294117647,1.4558823529411764,0.0,75.86764705882354,1.0,261.02941176470586,4.852941176470588,12.0,12.0,4139.117647058823,298.4117647058824,2011.4705882352941,521.1764705882352,448.2408058371741,20.185161319370856,0.0,0.0,11957.024256083929,548.7976065853916,2809.3193867968243,801.1102918678621,771.9117279779044,49.291613125436655,12.0,12.0,4139.117647058823,298.4117647058824,2011.4705882352941,521.1764705882352,1402.4433187228578,112.95635410329263,0.0,0.0,0.0,0.0,0.0,0.0,480.2964138182523,29.681153626568598,11.94704600373918,11.939895643129319,4826.263455676456,530.2475426504634,2296.933338247759,657.4677527812614,985.6271023659654,73.3658009990797,0.6069499357803279,0.5868836313937482,10896.408451881689,1042.6640654366893,2772.0416509098377,751.7388097798765
PRV52278,0,2.0625,1.75,5.6875,5.6875,81.125,1.0,14687.5,1068.0,12.0,12.0,16926.875,1468.5,1437.5,320.0,15869.12620992935,0.0,0.0,0.0,15873.792539381802,861.0491275182851,1578.718889901978,373.6129904950665,4993.711985930736,310.3045183982684,12.0,12.0,16926.875,1468.5,1437.5,320.0,5608.5978673718655,467.38161874436304,0.0,0.0,0.0,0.0,0.0,0.0,6053.137006097523,528.0952013918907,11.918581576972315,11.921315133063956,11981.859246155562,1212.877485461721,2120.1661421607596,567.3192220963441,8148.181490323488,414.36155328619316,0.8472749051323184,0.8088554825458493,16278.923235886487,1815.3680890454607,3957.3586777633163,837.0108453345205
PRV52279,0,2.7951807228915664,1.6265060240963856,5.481927710843373,5.506024096385542,74.02409638554217,0.9879518072289156,9437.349397590362,1054.8148148148148,12.0,11.855421686746988,17396.86746987952,2336.3373493975905,1765.7831325301204,527.4698795180723,10745.852414217306,118.66666666666666,0.0,1.317171119876284,16079.085486046379,3985.27015725044,3881.468517820797,1110.4787402819911,5329.707161981259,597.7942627653471,12.0,11.855421686746988,17396.86746987952,2336.3373493975905,1765.7831325301204,527.4698795180723,6273.767179661773,544.1363613501668,0.0,0.0,0.0,0.0,0.0,0.0,5275.647149457989,548.1780467333448,11.94030132182507,11.93619385574193,11443.044568479105,1245.3107775298793,2111.931581911193,587.2221104121967,6636.244601215588,412.16537633934246,0.7056975572295464,0.6893166537040734,14669.915841649963,1512.8548803015026,3506.0468813387915,872.197464935212
PRV52280,1,2.5121951219512195,1.853658536585366,7.2682926829268295,7.2682926829268295,76.8048780487805,1.0,9634.146341463415,1068.0,12.0,12.0,14562.439024390244,1667.121951219512,2549.756097560976,754.8780487804878,6417.772579177979,0.0,0.0,0.0,11475.247444061459,986.059029549498,4224.497300155887,1266.915786371019,4039.8144455576307,335.48892741161865,12.0,12.0,14562.439024390244,1667.121951219512,2549.756097560976,754.8780487804878,3976.494295667575,497.01969075419936,0.0,0.0,0.0,0.0,0.0,0.0,6171.252071878,644.5957454973316,11.938492598132411,11.941125637940832,12088.894399557208,1323.9106370042539,2052.287509958921,573.0732594962662,6860.635516530801,423.01376433630406,0.6825023968824765,0.6354026601436706,14702.276038729447,1450.9869343036432,3323.698033687041,849.9685252376044
PRV52281,0,3.0,1.7804878048780488,4.7560975609756095,4.7560975609756095,77.41463414634147,1.0,9951.219512195123,1068.0,12.0,12.0,17683.658536585364,1969.7560975609756,2950.243902439024,761.7073170731708,9772.285350705319,0.0,0.0,0.0,15736.135605048905,1305.857893886004,5731.585508306091,1330.3982532291304,3315.3684212129333,344.64026082318765,12.0,12.0,17683.658536585364,1969.7560975609756,2950.243902439024,761.7073170731708,5028.087632340968,461.1308593194138,0.0,0.0,0.0,0.0,0.0,0.0,6051.3453945444535,554.1443794044159,11.930654235733568,11.934390128884663,11970.756589926927,1236.522825696421,2510.7811732599075,697.9727843913397,7221.1068560758395,400.456904677898,0.8138113981804854,0.7299569325963892,15230.327578840048,1426.5657565214126,3844.06588048195,950.0502072633614
PRV52282,0,1.6666666666666667,1.6666666666666667,6.0,6.0,75.83333333333333,1.0,12833.333333333334,1068.0,12.0,12.0,15900.0,1424.0,1248.3333333333333,616.6666666666666,8010.40989379861,0.0,0.0,0.0,9329.57448118616,551.5128284999362,1442.0460001909325,493.6665541300794,2629.888888888889,172.47619047619048,12.0,12.0,15900.0,1424.0,1248.3333333333333,616.6666666666666,5669.573914246784,375.5750332040446,0.0,0.0,0.0,0.0,0.0,0.0,7311.036636913151,570.8947884831758,11.922374539078568,11.94522289175145,12901.965084775686,1218.2123734783106,1978.9303697488667,547.1938940486338,8872.397521138859,378.1584783478317,0.8589304558800621,0.6423614966644291,15004.672051267358,1345.819548297605,3636.5185472098287,806.7252321553673
PRV52283,1,2.515151515151515,1.5909090909090908,4.9393939393939394,4.9393939393939394,75.39393939393939,0.9696969696969697,9010.60606060606,1068.0,12.0,12.0,19325.60606060606,2117.060606060606,1101.5151515151515,487.57575757575756,10158.80260642318,0.0,0.0,0.0,20091.239585664647,1307.0517013938468,1086.8206878134072,453.7503909082804,3676.585257335257,368.602405002405,12.0,12.0,19325.60606060606,2117.060606060606,1101.5151515151515,487.57575757575756,5801.27722421896,512.6257043826863,0.0,0.0,0.0,0.0,0.0,0.0,5625.315345064285,573.2473364474498,11.945004341836931,11.935747126292398,11903.449441420133,1262.6848241218768,2271.400116028481,623.8998714261272,7141.940243880956,419.81252712264757,0.6598555657667489,0.6502261478239924,15511.173654782064,1408.4333249310812,3954.618297263851,909.509675873817
PRV52284,0,2.7435897435897436,1.5384615384615385,1.7179487179487178,0.0,74.56410256410257,1.0,136.4102564102564,4.615384615384615,12.0,12.0,2087.1794871794873,321.7435897435897,2989.4871794871797,923.0769230769231,148.96992242320133,20.24145743740513,0.0,0.0,4327.584684761082,534.5540550653176,4927.996789941468,1597.6778442249004,391.8077876539415,24.661357161357163,12.0,12.0,2087.1794871794873,321.7435897435897,2989.4871794871797,923.0769230769231,624.8240129014777,73.97390745742307,0.0,0.0,0.0,0.0,0.0,0.0,774.3857219494748,44.96530077080019,11.946005828880235,11.953324177943022,5200.855183340933,579.2787157370972,2854.960771118648,798.7782004446617,1687.5970172317607,125.63120229107462,0.5602743905539018,0.5083003174593358,10932.27995843445,1070.593702102752,3037.5702961344396,840.8811801129635
PRV52285,0,2.3157894736842106,1.5789473684210527,5.894736842105263,5.894736842105263,81.78947368421052,1.0,7578.9473684210525,1068.0,12.0,12.0,13255.263157894737,1517.6842105263158,1002.6315789473684,297.89473684210526,8719.810073579483,0.0,0.0,0.0,15157.260954708234,648.2514132162321,1435.6989861901304,361.2721188517723,3039.3293869872814,377.0834621518832,12.0,12.0,13255.263157894737,1517.6842105263158,1002.6315789473684,297.89473684210526,4650.909083012412,479.41747771729257,0.0,0.0,0.0,0.0,0.0,0.0,4479.594332583052,484.1420941412486,11.935777511040152,11.946311807829645,10222.88378410525,1164.5749982815216,1971.930287554563,581.614111600471,6118.79479931192,392.1639645559844,0.6863033342484472,0.5728361421577851,14376.695560918668,1539.7181237739057,3092.60744727152,798.3140303585117
PRV52286,0,1.8,2.0,3.4,3.4,74.4,1.0,18000.0,1068.0,12.0,11.4,24200.0,1808.8,796.0,406.0,16777.961735562516,0.0,0.0,1.3416407864998738,15608.331108738052,895.7115607158369,523.2876837839775,487.6781725687546,8356.388888888889,426.7111111111111,12.0,11.4,24200.0,1808.8,796.0,406.0,8015.0582550533845,501.9713667944782,0.0,0.0,0.0,0.0,0.0,0.0,4972.499465632989,464.385695916182,11.889460043093683,11.946358825161964,10793.66877660879,1059.7460764172288,2106.305313639744,621.4174522656286,6731.7138691912205,408.11002967639945,1.1023264460647908,0.5313963843406432,15731.22341558543,1160.4291084446982,2830.671573747043,846.5830969266408
